feature_id,feature_name,feature_family,producer_stage,formula_latex,formula_plain,required_inputs,output_dtype,units,coordinate_system,normalization,computation_grain,grouping_key,pair_reset_key,validity_mask,availability_mask,missing_value_semantics,zero_value_semantics,denominator,aggregation_rule,minimum_valid_observations,no_valid_observation_behavior,physical_interpretation,is_physical_measurement,review_eligible,model_eligible,model_group,leakage_risk,threshold_dependencies,schema_version,code_locations,test_locations,implementation_status,known_limitations
feature.partner_continuity,social_partner_persistence_ratio_unit,social_aggregate,stage.native_review_evidence,count(valid consecutive same stable partner)/valid social pair count,fraction of valid social pairs retaining the same canonical stable partner key,,float64,ratio,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,social_pair_valid,social_pair_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,valid social pair count,mean same-partner indicator over valid social pairs,1,numeric zero plus availability_mask=0,image-observed partner continuity; not social relationship identity,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_social_context_columns,,IMPLEMENTATION_DIFFERS_FROM_CONTRACT,"Current temporal continuity compares nearest_pig_id, which may be blank or duplicated."
feature.relative_partner_motion,partner_distance_delta_n,social_temporal,stage.native_review_evidence,d_i-d_{i-1},change in selected stable partner image-coordinate distance across a valid pair,,float64,axis_normalized_image_distance,axis_normalized_image_metric_v1,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,social_pair_valid,social_pair_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,not_applicable,none,1,numeric zero plus availability_mask=0,image-coordinate relative motion; not physical closing distance,false,true,true,social_relation,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_social_context_columns,,IMPLEMENTATION_DIFFERS_FROM_CONTRACT,
feature.neighbor_availability,social_neighbor_available,quality_mask,stage.frame_local_primitives,1[at least one valid other actor in frame],true when a valid other-actor geometry is available in the same scene frame,,bool,boolean,none,none,FRAME_OBJECT,,,social_context_valid,observed_mask,unavailable; preserve missingness with a mask,false means no valid neighbor modality,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,social_validity_mask,LOW,,classification_v2.feature_semantics.v1,,,IMPLEMENTATION_DIFFERS_FROM_CONTRACT,Exporter derives availability from pig_id fallback to track_id rather than canonical stable key.
feature.roi_availability,roi_target_available,quality_mask,stage.frame_local_primitives,1[target ROI annotation exists and bbox geometry valid],true when the behavior-selected ROI modality is available,,bool,boolean,none,none,FRAME_OBJECT,,,bbox_valid,observed_mask,unavailable; preserve missingness with a mask,false means ROI unavailable,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,TARGET_SELECTED_MODEL_FORBIDDEN,HIGH_LABEL_SELECTED,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/roi.py#build_roi_features,,MODEL_FORBIDDEN,
feature.roi_overlap,roi_feeder_max_overlap_ratio,roi,stage.frame_local_primitives,intersection_area/actor_bbox_area,maximum actor-bbox overlap ratio with all ROIs of one explicit class,,float64,ratio,image_pixel,none,FRAME_OBJECT,,,bbox_valid,roi_feeder_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,not_applicable,none,1,numeric zero plus availability_mask=0,image-plane overlap; not physical contact,false,true,true,roi_class_relation,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/roi.py#build_roi_features,,IMPLEMENTED_PARTIALLY_TESTED,
feature.roi_distance_diagonal_n,roi_feeder_min_dist_n,roi,stage.frame_local_primitives,sqrt(dx_px^2+dy_px^2)/sqrt(W^2+H^2),minimum bbox-to-ROI pixel distance divided by image diagonal,,float64,diagonal_normalized_image_distance,isotropic_pixel_diagonal_metric_v1,image diagonal,FRAME_OBJECT,,,bbox_valid,roi_feeder_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,not_applicable,none,1,numeric zero plus availability_mask=0,isotropic image-coordinate distance; not physical distance,false,true,true,roi_class_relation,LOW,roi_near_distance_diagonal_n_v1,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/roi.py#build_roi_features,,IMPLEMENTED_PARTIALLY_TESTED,
feature.roi_contact,roi_feeder_contact,roi,stage.frame_local_primitives,bbox_valid and roi_available and (distance<=tau or overlap>0 or center_inside),thresholded image-plane ROI relation for an explicit ROI class,,bool,boolean,isotropic_pixel_diagonal_metric_v1,none,FRAME_OBJECT,,,bbox_valid,roi_feeder_available,unavailable; preserve missingness with a mask,measured no-contact only when ROI availability is true,not_applicable,none,1,numeric zero plus availability_mask=0,image-plane contact proxy; not physical contact,false,true,true,roi_class_relation,LOW,roi_contact_distance_diagonal_n_v1,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/roi.py#build_roi_features,,IMPLEMENTED_PARTIALLY_TESTED,
feature.target_roi_contact_ratio_unit,target_roi_contact_ratio_unit,roi_aggregate,stage.native_review_evidence,count(contact and ROI available)/count(ROI available),target ROI contact frames divided by target ROI available frames,,float64,ratio,image_plane_relation,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,target_roi_contact_available,target_roi_available_frame_count_positive,unavailable; preserve missingness with a mask,zero means measured no contact only when ROI-available count is positive,target_roi_available_frame_count,sum contact-and-available divided by available count,1,numeric zero plus availability_mask=0,label-selected image ROI relation; not physical contact,false,true,false,TARGET_SELECTED_MODEL_FORBIDDEN,CRITICAL_LABEL_SELECTED,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,,IMPLEMENTATION_DIFFERS_FROM_CONTRACT,Current implementation divides by all unit frames.
feature.target_roi_available_frame_count,target_roi_available_frame_count,roi_aggregate,stage.native_review_evidence,sum_i 1[roi_target_available_i],count of frames where the target ROI modality is available,,int64,frames,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,observed_mask,observed_mask,unavailable; preserve missingness with a mask,measured zero available ROI frames,not_applicable,sum ROI availability,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,HIGH_LABEL_SELECTED,,classification_v2.feature_semantics.v1,,,DECLARED_NOT_IMPLEMENTED,
feature.target_roi_availability_ratio_unit,target_roi_availability_ratio_unit,roi_aggregate,stage.native_review_evidence,target_roi_available_frame_count/observed_frame_count,target ROI available frames divided by observed frames,,float64,ratio,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,observed_frame_count_positive,observed_frame_count_positive,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,observed_frame_count,ratio,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,HIGH_LABEL_SELECTED,,classification_v2.feature_semantics.v1,,,DECLARED_NOT_IMPLEMENTED,
feature.target_roi_contact_available,target_roi_contact_available,quality_mask,stage.native_review_evidence,1[target_roi_available_frame_count>0],true when the unit has at least one target ROI-available frame,,bool,boolean,none,none,NATIVE_UNIT,temporal_unit_key,,observed_frame_count_positive,observed_frame_count_positive,unavailable; preserve missingness with a mask,false means contact ratio is unavailable,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,HIGH_LABEL_SELECTED,,classification_v2.feature_semantics.v1,,,DECLARED_NOT_IMPLEMENTED,
feature.observed_mask,observed_mask,quality_mask,stage.tensor_export,1[source frame row exists for declared slot],"true for an observed source row, false for missing or padding slot",,float32,boolean_mask,none,none,WINDOW_SLOT,window_id,,length_mask,length_mask,unavailable; preserve missingness with a mask,slot is not observed,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,observed_mask,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/spatial_sequence_export.py#export_spatial_sequences,tests/test_classification_v2_temporal_views.py#test_missing_frame_is_masked_without_losing_expected_slot,IMPLEMENTED_AND_TESTED,
feature.spatial_quality_mask,spatial_quality_mask,quality_mask,stage.tensor_export,bbox_valid and actor_bbox_valid and geometry_valid and spatiotemporal_valid,conjunction of declared geometry and spatiotemporal quality flags,,float32,boolean_mask,none,none,WINDOW_SLOT,window_id,,observed_mask,observed_mask,unavailable; preserve missingness with a mask,spatial values must be zeroed and ignored,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,spatial_quality_mask,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/spatial_sequence_export.py#_view_quality_masks,tests/test_classification_v2_motion_time_contracts.py#test_invalid_geometry_is_zeroed_and_quality_masked,IMPLEMENTED_AND_TESTED,
feature.padding_mask,length_mask,quality_mask,stage.tensor_export,1[slot belongs to declared view length],true for declared temporal slots and false for tensor padding,,float32,boolean_mask,none,none,WINDOW_SLOT,window_id,,always,always,unavailable; preserve missingness with a mask,"padding slot, never an observed numerical zero",not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,length_mask,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/spatial_sequence_export.py#export_spatial_sequences,tests/test_classification_v2_spatial_sequence_export.py,IMPLEMENTED_AND_TESTED,
feature.hidden_visibility_status,hidden,quality_mask,stage.hidden_apply,human frame/object visibility decision,human-reviewed occlusion/Hidden state for a frame object,,categorical,Yes_No_Unclear,none,none,FRAME_OBJECT,,,hidden_review_resolved,hidden_review_coverage,unavailable; preserve missingness with a mask,not_applicable,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,MODEL_FORBIDDEN,HIGH_REVIEW_METADATA,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/review/hidden_review_builder.py#apply_hidden_review_decisions,,MODEL_FORBIDDEN,
feature.tracking_quality_flag,tracking_quality_flag,quality_mask,stage.frame_local_primitives,declared tracking-quality predicate,explicit tracking-quality state when an authoritative predicate exists,,bool,boolean,none,none,FRAME_OBJECT,,,tracking_quality_assessed,tracking_quality_assessed,unavailable; preserve missingness with a mask,quality failure only when assessment is available,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,,,UNKNOWN_REQUIRES_REVIEW,
feature.valid_acceleration_pair,valid_acceleration_pair,motion,stage.native_review_evidence,valid_motion_pair_i and valid_motion_pair_{i-1} and delta_t>0,true when two consecutive valid velocity pairs support a velocity difference,,bool,boolean,none,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,valid_motion_pair,valid_acceleration_pair,unavailable; preserve missingness with a mask,false means acceleration is unavailable,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,,IMPLEMENTATION_DIFFERS_FROM_CONTRACT,Current acceleration support uses an averaged interval and fills invalid numeric values with zero.
feature.motion_feature_available,motion_feature_available,quality_mask,stage.native_review_evidence,1[valid_pair_count>0],true when at least one valid motion pair supports unit motion aggregates,,bool,boolean,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,observed_frame_count_positive,observed_frame_count_positive,unavailable; preserve missingness with a mask,false means zero-valued aggregates are placeholders,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase1_pair_contract.py#test_all_pairs_invalid_have_placeholder_and_unavailable_mask,IMPLEMENTED_AND_TESTED,
feature.velocity_valid,velocity_valid,quality_mask,stage.native_review_evidence,1[valid\_motion\_pair],true exactly when the Phase 1 motion pair supports interval-average velocity,,bool,boolean,none,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,valid_motion_pair,valid_motion_pair,false means velocity is unavailable,"false is unavailability, not zero velocity",not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_constant_horizontal_velocity_and_midpoint_time,IMPLEMENTED_AND_TESTED,
feature.bbox_rate_valid,bbox_rate_valid,quality_mask,stage.native_review_evidence,1[velocity\_valid \land all\ rates\ finite],"true when the valid pair produces finite width, height, area and aspect-ratio rates",,bool,boolean,none,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,velocity_valid,bbox_rate_valid,false means bbox rates are unavailable,false is unavailability; true with numeric zero is measured no shape-rate change,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_bbox_rates_use_pair_delta_time,IMPLEMENTED_AND_TESTED,
feature.direction_valid,direction_valid,quality_mask,stage.native_review_evidence,1[velocity\_valid \land finite(speed) \land speed>0],true for every finite nonzero valid image-coordinate velocity; exact zero speed has undefined direction,,bool,boolean,none,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,velocity_valid,direction_valid,false means direction is unavailable or mathematically undefined,false at zero speed; no epsilon is used in Phase 2,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_zero_speed_direction_is_unavailable_not_angle_zero,IMPLEMENTED_AND_TESTED,
feature.direction_change_valid,direction_change_valid,quality_mask,stage.native_review_evidence,1[direction\_valid_i \land direction\_valid_{i-1}],true for two consecutive valid directions in the same actor and temporal unit,,bool,boolean,none,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,direction_valid,direction_change_valid,false means direction change is unavailable,true with zero is measured unchanged direction,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_direction_wrap_uses_signed_shortest_angle,IMPLEMENTED_AND_TESTED,
feature.tangential_acceleration_valid,tangential_acceleration_valid,quality_mask,stage.native_review_evidence,1[velocity\_valid_i \land velocity\_valid_{i-1} \land m_i-m_{i-1}>0],true for two consecutive valid interval-average velocities with finite positive midpoint time difference,,bool,boolean,none,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,velocity_valid,tangential_acceleration_valid,false means tangential acceleration is unavailable,true with zero is measured unchanged scalar speed,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_constant_horizontal_velocity_and_midpoint_time,IMPLEMENTED_AND_TESTED,
feature.vector_acceleration_valid,vector_acceleration_valid,quality_mask,stage.native_review_evidence,1[velocity\_valid_i \land velocity\_valid_{i-1} \land m_i-m_{i-1}>0],true for two consecutive valid interval-average velocity vectors with finite positive midpoint time difference,,bool,boolean,none,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,velocity_valid,vector_acceleration_valid,false means vector acceleration is unavailable,true with zero components is measured constant vector velocity,not_applicable,none,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,true,motion_validity_masks,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_constant_speed_changing_direction_has_vector_acceleration,IMPLEMENTED_AND_TESTED,
feature.velocity_possible_count,velocity_possible_count,motion_aggregate,stage.native_review_evidence,"max(observed\_frame\_count-1,0)",candidate interval count inside the temporal unit,,float64,count,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,observed_mask,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,observed frames minus one defines the candidate set,count candidate frame intervals,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.velocity_valid_count,velocity_valid_count,motion_aggregate,stage.native_review_evidence,sum_i 1[velocity\_valid_i],number of valid interval-average velocity samples,,float64,count,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,velocity_valid,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,velocity_possible_count for associated coverage,sum velocity_valid,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.velocity_coverage,velocity_coverage,motion_aggregate,stage.native_review_evidence,velocity\_valid\_count/velocity\_possible\_count,valid interval-average velocities divided by candidate intervals; zero placeholder if no candidates,,float64,ratio,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,motion_feature_coverage_available,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,velocity_possible_count,valid count divided by possible count,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.direction_change_possible_count,direction_change_possible_count,motion_aggregate,stage.native_review_evidence,"max(observed\_frame\_count-2,0)",candidate count for differences between consecutive interval directions,,float64,count,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,observed_mask,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,observed frames minus two defines the candidate set,count candidate consecutive interval pairs,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.direction_change_valid_count,direction_change_valid_count,motion_aggregate,stage.native_review_evidence,sum_i 1[direction\_change\_valid_i],number of valid wrapped direction-change samples,,float64,count,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,direction_change_valid,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,direction_change_possible_count for associated coverage,sum direction_change_valid,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.direction_change_coverage,direction_change_coverage,motion_aggregate,stage.native_review_evidence,direction\_change\_valid\_count/direction\_change\_possible\_count,valid direction changes divided by candidate consecutive interval pairs; zero placeholder if no candidates,,float64,ratio,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,motion_feature_coverage_available,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,direction_change_possible_count,valid count divided by possible count,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.acceleration_possible_count,acceleration_possible_count,motion_aggregate,stage.native_review_evidence,"max(observed\_frame\_count-2,0)",candidate count for differences between consecutive interval-average velocities,,float64,count,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,observed_mask,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,observed frames minus two defines the candidate set,count candidate consecutive velocity intervals,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.acceleration_valid_count,acceleration_valid_count,motion_aggregate,stage.native_review_evidence,sum_i 1[vector\_acceleration\_valid_i],number of valid centered interval-average discrete acceleration samples,,float64,count,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,vector_acceleration_valid,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,acceleration_possible_count for associated coverage,sum vector_acceleration_valid,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.acceleration_coverage,acceleration_coverage,motion_aggregate,stage.native_review_evidence,acceleration\_valid\_count/acceleration\_possible\_count,valid accelerations divided by candidate consecutive velocity intervals; zero placeholder if no candidates,,float64,ratio,none,none,NATIVE_UNIT,temporal_unit_key,temporal_unit_key,motion_feature_coverage_available,motion_feature_coverage_available,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,acceleration_possible_count,valid count divided by possible count,1,numeric zero plus availability_mask=0,not a physical measurement,false,true,false,NONE,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_unit_aggregates,tests/test_classification_v2_phase2_motion_schema.py#test_derivative_coverage_uses_family_specific_denominators,IMPLEMENTED_AND_TESTED,
feature.ay_n_per_second2,ay_n_per_second2,motion,stage.native_review_evidence,"(vy_i-vy_{i-1})/(m_i-m_{i-1}), m_i=(t_{i-1}+t_i)/2",change in consecutive interval-average y velocities divided by their midpoint sample-time difference,vy_n_per_second|velocity_sample_time_sec,float64,normalized_image_y_per_second2,axis_normalized_image_metric_v1,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,vector_acceleration_valid,vector_acceleration_valid,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,not_applicable,none,1,numeric zero plus availability_mask=0,centered interval-average discrete image-coordinate acceleration component; not instantaneous or physical acceleration,false,true,true,motion_delta,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_constant_speed_changing_direction_has_vector_acceleration,IMPLEMENTED_AND_TESTED,
feature.acceleration_vector_magnitude_n_per_second2,acceleration_vector_magnitude_n_per_second2,motion,stage.native_review_evidence,sqrt(ax^2+ay^2),Euclidean magnitude of centered interval-average discrete image-coordinate acceleration components,ax_n_per_second2|ay_n_per_second2,float64,axis_normalized_image_distance_per_second2,axis_normalized_image_metric_v1,none,TEMPORAL_PAIR,object_track_key,temporal_unit_key,vector_acceleration_valid,vector_acceleration_valid,unavailable; preserve missingness with a mask,measured zero only when availability mask is true,not_applicable,none,1,numeric zero plus availability_mask=0,centered interval-average discrete vector image-coordinate acceleration magnitude; not instantaneous or physical acceleration,false,true,true,motion_delta,LOW,,classification_v2.feature_semantics.v1,src/pig_behavior/classification_v2/features/spatiotemporal.py#_add_temporal_deltas,tests/test_classification_v2_phase2_motion_schema.py#test_constant_speed_changing_direction_has_vector_acceleration,IMPLEMENTED_AND_TESTED,
